userID, circleNr, gazeX, gazeY, gazeValid, circleX, circleY,
309947,1,1230.6,284.6,0,100,100,
309947,1,1300,-267.2,0,100,100,
309947,1,1445.2,-97.6,0,100,100,
309947,1,1338.8,-10.8,0,100,100,
309947,1,1311.6,28.6,0,100,100,
309947,1,1201.8,354.8,0,100,100,
309947,1,1179.8,400.2,0,100,100,
309947,1,1131.6,512.8,0,100,100,
309947,1,1055.6,534.6,0,100,100,
309947,1,1084.6,500,0,100,100,
309947,1,1069,459.2,0,100,100,
309947,1,1052.2,470.2,0,100,100,
309947,1,1055.2,493.4,0,100,100,
309947,1,1055.2,467.4,0,100,100,
309947,1,1086,423.8,0,100,100,
309947,1,1098.2,489.6,0,100,100,
309947,1,1138.6,562.8,0,100,100,
309947,1,1197.6,632.2,0,100,100,
309947,1,1185.2,612.2,0,100,100,
309947,1,1171.4,685,0,100,100,
309947,1,1186.8,692.4,0,100,100,
309947,1,1199.2,681.2,0,100,100,
309947,1,1335,-154.4,0,100,100,
309947,2,1148.6,459.6,0,525,100,
309947,2,1210.6,629.2,0,525,100,
309947,2,1225.8,632.2,0,525,100,
309947,2,1258.4,661.6,0,525,100,
309947,2,1292.2,680.6,0,525,100,
309947,2,1327,561.8,0,525,100,
309947,2,1288,-135,0,525,100,
309947,2,1263,-89.6,0,525,100,
309947,2,1250.6,21.6,0,525,100,
309947,2,1233,-37.4,0,525,100,
309947,2,1271.4,167,0,525,100,
309947,2,1289.2,702,0,525,100,
309947,2,1303,723.4,0,525,100,
309947,2,1289.6,763,0,525,100,
309947,2,1298.4,765,0,525,100,
309947,2,1314.6,681.2,0,525,100,
309947,2,1320.6,684,0,525,100,
309947,2,1314.8,617.2,0,525,100,
309947,2,1328.4,595.2,0,525,100,
309947,2,1387.8,588,0,525,100,
309947,2,1400.4,572.2,0,525,100,
309947,2,1317.6,539.6,0,525,100,
309947,2,1384,34,0,525,100,
309947,2,1287.8,292.8,0,525,100,
309947,3,1144.2,477.4,0,950,100,
309947,3,1178.8,569.2,0,950,100,
309947,3,1191.2,610.2,0,950,100,
309947,3,1200.4,618.8,0,950,100,
309947,3,1350.8,645.6,0,950,100,
309947,3,1376.2,629.6,0,950,100,
309947,3,1372.2,597.6,0,950,100,
309947,3,1375.8,557.8,0,950,100,
309947,3,1419.2,438.8,0,950,100,
309947,3,1466.2,150,0,950,100,
309947,3,1384,152.2,0,950,100,
309947,3,1362.2,216.2,0,950,100,
